quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,reasoning,current_state,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis
would boost the economy and avoid worsening unemployment,general_business,improve,na,down,vague,hedged,expert,Walter Reuther,national,True,na,tax cut would increase spending,mixed,/service/ndnp/dlc/batch_dlc_hawks_ver01/data/sn83045462/00280608464/1962063001/1147.xml,1962-06-30,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
faster economic growth would result and the budget would shift into the black in future years,general_business,improve,na,na,vague,hedged,expert,Chamber,national,True,na,tax cuts spur growth,mixed,/service/ndnp/dlc/batch_dlc_hawks_ver01/data/sn83045462/00280608464/1962063001/1147.xml,1962-06-30,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"The outlook for fiscal 1963: Another deficit, probably of $4 billion or more",general_business,worsen,na,na,12,hedged,official,na,national,False,na,na,mixed,/service/ndnp/dlc/batch_dlc_hawks_ver01/data/sn83045462/00280608464/1962063001/1147.xml,1962-06-30,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,stated
I do not expect a recession,general_business,improve,na,na,vague,hedged,expert,Mr. Plumley,national,True,na,na,mixed,/service/ndnp/dlc/batch_dlc_hawks_ver01/data/sn83045462/00280608464/1962063001/1147.xml,1962-06-30,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
they expect a recession to start this year or in early 1963,general_business,worsen,na,up,12,hedged,expert,panelists,national,True,na,na,mixed,/service/ndnp/dlc/batch_dlc_hawks_ver01/data/sn83045462/00280608464/1962063001/1147.xml,1962-06-30,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,stated
Whether the country can avoid an economic downturn in 1963 from the business-cycle swing may hinge on the gov ernment’s efforts to overcome the root causes of last year’s short foreign exchange emer gency.,general_business,worsen,na,na,vague,hedged,journalist,na,foreign,False,government's efforts to overcome root causes,outcome depends on govt actions,mixed,/service/ndnp/dlc/batch_dlc_jarmusch_ver01/data/sn83045462/00280609377/1963010601/0304.xml,1963-01-06,"evening star (washington, d.c.) 1854-1972",full_page,worsen,,,,False,scope=foreign (not US national),,
"When we get the data for Feb ruary 1963, granting weather conditions have improved, we should see an upturn, but there can be no certainty about this.",other,improve,na,na,vague,hedged,journalist,na,national,False,weather conditions improve,cold weather caused decline,bad,/service/ndnp/fu/batch_fu_jennings_ver01/data/sn95047334/00529042164/1963030701/0143.xml,1963-03-07,"gadsden county times (quincy, fla.) 190?-current",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
35 Million Nev Jobs in Next 10 Years,employment,improve,na,down,vague,assertive,journalist,na,national,False,na,na,na,/service/ndnp/dlc/batch_dlc_kubrick_ver01/data/sn83045462/00280609134/1963081101/0856.xml,1963-08-11,"evening star (washington, d.c.) 1854-1972",full_page,down,flat,UNRATE,0.0,True,,12.0,default
"output should be doubled in the foreseeable future, J. T. Watters, Alcoa’s manager in Jamaica, said.",industry,improve,na,na,vague,assertive,expert,J. T. Watters,industry,True,na,na,na,/service/ndnp/vnstcsc/batch_vnstcsc_fredensdal_ver01/data/sn83025327/00513689858/1963090901/0950.xml,1963-09-09,"the daily news of the virgin islands (charlotte amalie, st. thomas, v.i.) 1955-1978",full_page,improve,,,,False,scope=industry (not US national),,
Industry leaders have predicted this year’s imports will hit 4 million tons while exports will be only about half of that.,markets,worsen,na,na,12,hedged,expert,na,industry,True,na,na,bad,/service/ndnp/dlc/batch_dlc_ivory_ver01/data/sn83045462/00280609456/1963041501/0421.xml,1963-04-15,"evening star (washington, d.c.) 1854-1972",full_page,worsen,,,,False,scope=industry (not US national),,
"Our backlog of orders for computers is at its highest, and we feel good progress is being made toward our goal of crossing into a profit position in data processing by the end of next year,” Mr. Samoff and Mr. Engstrom commented.",general_business,improve,na,na,12,hedged,expert,"Samoff, Engstrom",industry,True,na,na,mixed,/service/ndnp/dlc/batch_dlc_ivory_ver01/data/sn83045462/00280609456/1963041501/0421.xml,1963-04-15,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
"If the outcome is assumption No. 1, we still will need large scale, across-the-board tax reductions—and as soon as Congress can possibly vote them—to get our economy off this plateau and back into a major, strong expansion to full prosperity.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,assumption No. 1 (quarantine),tax reductions needed,bad,/service/ndnp/dlc/batch_dlc_jarmusch_ver01/data/sn83045462/00280608579/1962102501/0460.xml,1962-10-25,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,6.0,inferred_short
Assumption No. 2: ... there surely would be a significant increase in spending for mobilization and defense and a resulting spur to our economy.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,assumption No. 2 (U.S. invades Cuba),defense spending increase,bad,/service/ndnp/dlc/batch_dlc_jarmusch_ver01/data/sn83045462/00280608579/1962102501/0460.xml,1962-10-25,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"If the outcome is assumption No. 2. an across-the-board, top to bottom tax reduction will continue essential to give our economy new incentives and thereby to accelerate our growth.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,assumption No. 2 (U.S. invades Cuba),tax reduction,bad,/service/ndnp/dlc/batch_dlc_jarmusch_ver01/data/sn83045462/00280608579/1962102501/0460.xml,1962-10-25,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"In these circumstances, the Cuban crisis could be a modest “plus.” ... Any additional spending on mobilization and defense that a quarantine would involve would be mildly helpful to the economy and certainly not inflationary.",general_business,improve,na,na,vague,hedged,journalist,na,national,False,quarantine,defense spending,mixed,/service/ndnp/dlc/batch_dlc_jarmusch_ver01/data/sn83045462/00280608579/1962102501/0460.xml,1962-10-25,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"As for the stock market, despite its excellent performance ... it is in for some rough weeks—and would have been, no matter what the Cuban situation.",markets,worsen,down,na,vague,assertive,journalist,na,national,False,na,na,good,/service/ndnp/dlc/batch_dlc_jarmusch_ver01/data/sn83045462/00280608579/1962102501/0460.xml,1962-10-25,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,STOCK,0.0,True,,6.0,inferred_short
"The lower prices fall under liquidation by frightened amateurs, the better will be the bargains available in the stock market. ... The public won’t return until after, prices have gone way back up again.",markets,improve,up,na,vague,assertive,journalist,na,national,False,na,liquidation creates bargains,bad,/service/ndnp/dlc/batch_dlc_jarmusch_ver01/data/sn83045462/00280608579/1962102501/0460.xml,1962-10-25,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,STOCK,1.0,True,,12.0,default
"Wolfram said the business outlook contlnues good todlca tlons are that Industrial nroduc mat i oust xai proauc tlon, employment and personal will continue to Improve 1964 consumer confidence",general_business,improve,na,down,12,assertive,expert,J. F. Wolfram,national,True,na,industrial production and employment will improve,good,/service/ndnp/deu/batch_deu_hulk_ver01/data/sn87062224/00514156992/1963092001/0274.xml,1963-09-20,"milford chronicle (milford, del.) 1878-1974",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated
"We must score an 8 per cent increase this fiscal year in sales tax collections to make our estimated $196,000,000, and we seem well on the way,’’ creen said.",general_business,improve,na,na,12,assertive,expert,Ray E. Green,regional,True,na,goal to reach $196M,good,/service/ndnp/fu/batch_fu_eatonville_ver03/data/sn83016244/00517170197/1962121601/0574.xml,1962-12-16,"the key west citizen (key west, fla.) 1879-current",full_page,improve,,,,False,scope=regional (not US national),,
"With a good tourist season, we should face no problem in achieving our goal.",general_business,improve,na,na,vague,hedged,expert,Ray E. Green,regional,True,good tourist season,tourist season drives revenue,good,/service/ndnp/fu/batch_fu_eatonville_ver03/data/sn83016244/00517170197/1962121601/0574.xml,1962-12-16,"the key west citizen (key west, fla.) 1879-current",full_page,improve,,,,False,scope=regional (not US national),,
"and should result in expansions of plants already established in Florida, and serve as an attraction for new plants,” the Comptroller said.",industry,improve,na,na,vague,hedged,expert,Ray E. Green,industry,True,na,defense contracts feed plants,good,/service/ndnp/fu/batch_fu_eatonville_ver03/data/sn83016244/00517170197/1962121601/0574.xml,1962-12-16,"the key west citizen (key west, fla.) 1879-current",full_page,improve,,,,False,scope=industry (not US national),,
"If not, I am sure they will be by the statewide campaign which has been launched by all segments of the tourist industry to produce an other banner season.",general_business,improve,na,na,vague,assertive,expert,Ray E. Green,regional,True,fears not dispelled,campaign will dispel fears,bad,/service/ndnp/fu/batch_fu_eatonville_ver03/data/sn83016244/00517170197/1962121601/0574.xml,1962-12-16,"the key west citizen (key west, fla.) 1879-current",full_page,improve,,,,False,scope=regional (not US national),,
"future looks good for appliances, most consumer goods and the machine tool industry. However, prospects for construction were not so good",general_business,improve,na,na,vague,assertive,expert,na,industry,False,na,na,na,/service/ndnp/dlc/batch_dlc_ivory_ver01/data/sn83045462/00280609481/1963051901/0748.xml,1963-05-19,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
"William W. Tongue, econo mist for Jewel Tea Co., said he expects general consumer spending to keep on growing.",general_business,improve,na,na,vague,hedged,expert,William W. Tongue,national,True,na,na,na,/service/ndnp/dlc/batch_dlc_ivory_ver01/data/sn83045462/00280609481/1963051901/0748.xml,1963-05-19,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"Finished steel consumption will exceed last year’s total, increasing to between 75 mil lion and 76 million tons.",other,improve,na,na,vague,assertive,expert,na,industry,False,na,na,na,/service/ndnp/dlc/batch_dlc_ivory_ver01/data/sn83045462/00280609481/1963051901/0748.xml,1963-05-19,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
"In 1957 missile expenditures were $l.B billion; in 1963, they will climb to $3.9 billion.",other,worsen,na,na,vague,assertive,journalist,na,national,False,na,na,na,/service/ndnp/dlc/batch_dlc_kubrick_ver01/data/sn83045462/00280609523/1963062301/0161.xml,1963-06-23,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
Commitments for the electronics industry were 11$ of the total Defense budget in 1957; over 15$ in 1963.,other,worsen,na,na,vague,assertive,journalist,na,national,False,na,na,na,/service/ndnp/dlc/batch_dlc_kubrick_ver01/data/sn83045462/00280609523/1963062301/0161.xml,1963-06-23,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
"""The Indications are that business conditions will be bet ter than anticipated, even without the stimulus of a tax cut,"" Mr. Boggs said in an interview.",general_business,improve,na,na,vague,assertive,expert,Boggs,national,True,na,indications,mixed,/service/ndnp/dlc/batch_dlc_ivory_ver01/data/sn83045462/00280609420/1963031701/0334.xml,1963-03-17,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"""I think there should be a greater cut the first year than was recommended and that we should put it into effect as quickly as possible—that could be by the last quarter of 1963.""",other,improve,na,na,6,assertive,expert,Boggs,national,True,na,greater cut needed,bad,/service/ndnp/dlc/batch_dlc_ivory_ver01/data/sn83045462/00280609420/1963031701/0334.xml,1963-03-17,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,6.0,stated
"He said the cut might approach <6 billion ""although that might be a little high.""",other,improve,na,na,vague,hedged,expert,Boggs,national,True,na,cut size estimate,bad,/service/ndnp/dlc/batch_dlc_ivory_ver01/data/sn83045462/00280609420/1963031701/0334.xml,1963-03-17,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"""Mr. Boggs said he does not fear an early recession if no tax cut is voted, but that a reduction of tax rates is needed to spur the economy and insure satisfactory future growth.""",employment,improve,na,down,vague,assertive,expert,Boggs,national,True,if no tax cut is voted,tax reduction needed,bad,/service/ndnp/dlc/batch_dlc_ivory_ver01/data/sn83045462/00280609420/1963031701/0334.xml,1963-03-17,"evening star (washington, d.c.) 1854-1972",full_page,down,flat,UNRATE,0.0,True,,12.0,default
The business situation will vary with different industries and hence with different cities. Some defense centers will boom; steel cities will still find the going tough but better than a year ago.,general_business,improve,na,na,12,assertive,expert,Roger W. Babson,industry,True,na,na,mixed,/service/ndnp/msar/batch_msar_kaolin_ver01/data/sn84024271/00383344888/1962122701/0136.xml,1962-12-27,"the lexington advertiser (lexington, miss.) 1904-1985",full_page,improve,,,,False,scope=industry (not US national),,
Considering the high level of the past ten years it will not be surprising for 1963 to show a moderate decline in business.,general_business,worsen,na,na,12,assertive,expert,Roger W. Babson,national,True,na,na,good,/service/ndnp/msar/batch_msar_kaolin_ver01/data/sn84024271/00383344888/1962122701/0136.xml,1962-12-27,"the lexington advertiser (lexington, miss.) 1904-1985",full_page,worsen,improve,INDPRO,0.0,True,,12.0,stated
"If so it should come in the second or third quarter, with recovery in the fourth quarter, followed by a good 1964.",general_business,improve,na,na,12,hedged,expert,Roger W. Babson,national,True,if decline,na,bad,/service/ndnp/msar/batch_msar_kaolin_ver01/data/sn84024271/00383344888/1962122701/0136.xml,1962-12-27,"the lexington advertiser (lexington, miss.) 1904-1985",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated
Disposable personal income will remain high.,prices,improve,up,na,12,assertive,expert,Roger W. Babson,national,True,na,na,good,/service/ndnp/msar/batch_msar_kaolin_ver01/data/sn84024271/00383344888/1962122701/0136.xml,1962-12-27,"the lexington advertiser (lexington, miss.) 1904-1985",full_page,up,up,CPI,1.0,True,,12.0,stated
Inventories will remain about the same during 1963.,other,no_change,stable,na,12,assertive,expert,Roger W. Babson,national,True,na,na,na,/service/ndnp/msar/batch_msar_kaolin_ver01/data/sn84024271/00383344888/1962122701/0136.xml,1962-12-27,"the lexington advertiser (lexington, miss.) 1904-1985",full_page,flat,improve,INDPRO,0.0,True,,12.0,stated
But government spending will increase over $3 billion largely on defense and $2 billion on new roads.,general_business,improve,na,na,12,assertive,expert,Roger W. Babson,national,True,na,na,na,/service/ndnp/msar/batch_msar_kaolin_ver01/data/sn84024271/00383344888/1962122701/0136.xml,1962-12-27,"the lexington advertiser (lexington, miss.) 1904-1985",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated
I forecast that the Dow-Jones Industrial Average will register lower sometime during 1963,markets,worsen,down,na,12,assertive,layperson,na,national,False,na,na,na,/service/ndnp/msar/batch_msar_kaolin_ver01/data/sn84024271/00383344888/1962122701/0136.xml,1962-12-27,"the lexington advertiser (lexington, miss.) 1904-1985",full_page,worsen,improve,STOCK,0.0,True,,12.0,stated
I forecast that both the gross and net earnings of utility stocks will advance during 1963,markets,improve,up,na,12,assertive,layperson,na,industry,False,na,na,na,/service/ndnp/msar/batch_msar_kaolin_ver01/data/sn84024271/00383344888/1962122701/0136.xml,1962-12-27,"the lexington advertiser (lexington, miss.) 1904-1985",full_page,improve,,,,False,scope=industry (not US national),,
It is very probable that the appropriation will be exhausted before or by April 1.,general_business,worsen,na,na,vague,assertive,official,Fuller,national,True,na,na,good,/service/ndnp/wyu/batch_wyu_aarakocra_ver01/data/sn92066906/00542862142/1900010501/0717.xml,1900-01-05,"the wheatland world (wheatland, laramie county, wyo.) 1894-1921",full_page,worsen,improve,NBER,0.0,True,,12.0,default
gold outflow from the United States may thus continue for a time.,markets,worsen,na,na,vague,hedged,journalist,na,national,False,na,continue gold outflow,bad,/service/ndnp/mb/batch_mb_lachesis_ver01/data/sn83020847/00517171220/1900011201/0015.xml,1900-01-12,"springfield weekly republican (springfield, mass.) 1851-1946",full_page,worsen,improve,NBER,0.0,True,,12.0,default
The gross national product of this country. is at an all time high and by this time next year should reach a figure well over 600 billion dollars.,general_business,improve,na,na,12,assertive,journalist,na,national,False,na,na,good,/service/ndnp/vnstcsc/batch_vnstcsc_duggan_ver01/data/sn84037526/0051717032A/1963101401/0392.xml,1963-10-14,"st. croix avis (christiansted, st. croix [v.i.]) 1844-current",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated
Flora is expected to play a major role in the final decision concerning the future of Sugar in the Virgin Islands.,prices,unclear,up,na,vague,hedged,journalist,na,regional,False,na,na,bad,/service/ndnp/vnstcsc/batch_vnstcsc_duggan_ver01/data/sn84037526/0051717032A/1963101401/0392.xml,1963-10-14,"st. croix avis (christiansted, st. croix [v.i.]) 1844-current",full_page,up,,,,False,scope=regional (not US national),,
"Those who still look for an eas ing in the business pace in the early weeks of the new year now expect it to be along normal sea sonal lines, with an upswing to follow.",general_business,improve,na,na,vague,assertive,layperson,na,national,False,na,na,mixed,/service/ndnp/fu/batch_fu_eatonville_ver03/data/sn83016244/00517170197/1962123001/0774.xml,1962-12-30,"the key west citizen (key west, fla.) 1879-current",full_page,improve,improve,INDPRO,1.0,True,,6.0,inferred_short
Only a few nay-sayers still expect a recession by midyear.,general_business,worsen,na,na,6,hedged,layperson,na,national,False,na,na,mixed,/service/ndnp/fu/batch_fu_eatonville_ver03/data/sn83016244/00517170197/1962123001/0774.xml,1962-12-30,"the key west citizen (key west, fla.) 1879-current",full_page,worsen,improve,INDPRO,0.0,True,,6.0,stated
"As to a recession, that is no longer in the books for 1963.",general_business,improve,na,na,12,assertive,layperson,na,national,False,na,na,mixed,/service/ndnp/fu/batch_fu_eatonville_ver03/data/sn83016244/00517170197/1962123001/0774.xml,1962-12-30,"the key west citizen (key west, fla.) 1879-current",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated
Most business analysts are forecasting a period of modest growth.,general_business,improve,na,na,12,hedged,expert,na,national,False,na,na,mixed,/service/ndnp/fu/batch_fu_eatonville_ver03/data/sn83016244/00517170197/1962123001/0774.xml,1962-12-30,"the key west citizen (key west, fla.) 1879-current",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated
"Incomes will continue rising, they say, consumers will spend more freely, automobile sales will continue to be big and government spending will increase.",prices,improve,up,na,12,hedged,expert,na,national,False,na,na,mixed,/service/ndnp/fu/batch_fu_eatonville_ver03/data/sn83016244/00517170197/1962123001/0774.xml,1962-12-30,"the key west citizen (key west, fla.) 1879-current",full_page,up,up,CPI,1.0,True,,12.0,stated
The sjiarp upward course of sterling exchange to-day gives point to the apprehension that gold will again go out to help supply English need for war expenditures.,prices,worsen,down,na,vague,hedged,journalist,na,foreign,False,na,sterling rise suggests gold needed for war,bad,/service/ndnp/wvu/batch_wvu_miller_ver01/data/sn86092518/00514157923/1900013001/0208.xml,1900-01-30,"wheeling register (wheeling, w. va.) 1878-1935",full_page,down,,,,False,scope=foreign (not US national),,
the same authority asserts that Russia Is to raise a loan.,markets,improve,na,na,vague,assertive,official,official of the imperial bank of Germany,foreign,True,na,authority says Russia will raise loan,na,/service/ndnp/wvu/batch_wvu_miller_ver01/data/sn86092518/00514157923/1900013001/0208.xml,1900-01-30,"wheeling register (wheeling, w. va.) 1878-1935",full_page,improve,,,,False,scope=foreign (not US national),,
it will be years before its effeets cease to be felt,other,worsen,na,na,vague,assertive,expert,Gen. Geo. W. Davis,regional,True,na,hurricane damage,bad,/service/ndnp/prru/batch_prru_caridad_ver03/data/sn91099739/0041418022A/1900011801/0053.xml,1900-01-18,"boletín mercantil de puerto rico (san juan, p.r.) 18??-1918",full_page,worsen,,,,False,scope=regional (not US national),,
these mortgages will be paid off,other,improve,na,na,vague,assertive,expert,Gen. Geo. W. Davis,regional,True,na,improved trade conditions,bad,/service/ndnp/prru/batch_prru_caridad_ver03/data/sn91099739/0041418022A/1900011801/0053.xml,1900-01-18,"boletín mercantil de puerto rico (san juan, p.r.) 18??-1918",full_page,improve,,,,False,scope=regional (not US national),,
"free trade will doubtless somewhat increase the exports of sugar and tobacco, just as it would of any other country",markets,improve,na,na,vague,assertive,expert,Gen. Geo. W. Davis,regional,True,na,free trade,mixed,/service/ndnp/prru/batch_prru_caridad_ver03/data/sn91099739/0041418022A/1900011801/0053.xml,1900-01-18,"boletín mercantil de puerto rico (san juan, p.r.) 18??-1918",full_page,improve,,,,False,scope=regional (not US national),,
"When all nations agree, as now seems probable, to maintain an open door in China, which may be construed to mean 'that the integrity of the Chinese empire will be preserved outside of a few port districts—when this is done the Chinese people will have a good opportunity to demonstrate their usefulness, adaptability and capacity. They may surprise the world.",other,improve,na,na,vague,hedged,unclear,na,foreign,False,if nations maintain open door,open door will allow trade,na,/service/ndnp/au/batch_au_brown_ver01/data/sn86072192/00340583383/1900010801/0071.xml,1900-01-08,"the age-herald (birmingham, ala.) 1897-1902",full_page,improve,,,,False,scope=foreign (not US national),,
"The trusts unquestionably are killing our export trade, and the treasury reports of the new year will show this—when we get them in detail, two months hence.",markets,worsen,down,na,2,assertive,journalist,na,national,False,na,trusts raise prices reducing consumption,mixed,/service/ndnp/au/batch_au_brown_ver01/data/sn86072192/00340583383/1900010801/0071.xml,1900-01-08,"the age-herald (birmingham, ala.) 1897-1902",full_page,worsen,improve,NBER,0.0,True,,12.0,default
"It is probable that a concentrator will be established and in running order in a short time, and then the camp will show what it is capable of.",other,improve,na,na,vague,hedged,expert,E. E. Pike,regional,True,na,establishment of concentrator,mixed,/service/ndnp/cohi/batch_cohi_bailey_ver02/data/sn86063147/00279528256/1900022801/0305.xml,1900-02-28,"the lamar register (lamar, colo.) 1889-1952",full_page,improve,,,,False,scope=regional (not US national),,
comparisons from now on will be with better conditions In transportation matters a year ago and phenomenal' gains are less likely of attainment.,markets,worsen,na,na,vague,assertive,expert,Bradstreet,national,True,na,comparisons will be with better conditions,mixed,/service/ndnp/iahi/batch_iahi_exeggutor_ver01/data/sn87058308/0027952908A/1900030801/0641.xml,1900-03-08,"the oskaloosa herald (oskaloosa, mahaska county, iowa) 1885-1919",full_page,worsen,improve,NBER,0.0,True,,6.0,inferred_short
the country will reap Norfolk somo benefit In a large excess of merchali-,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,na,/service/ndnp/nbu/batch_nbu_julius_ver01/data/sn99021999/00237284951/1900030301/0217.xml,1900-03-03,omaha daily bee (omaha [neb.]) 187?-1922,full_page,improve,improve,NBER,1.0,True,,12.0,default
"at some future time—and, in his opinion, at no far distant time no available wheat land will be left.",prices,worsen,up,na,vague,hedged,expert,Sir William Orookee,foreign,False,na,exhaustion of wheat lands,mixed,/service/ndnp/ndhi/batch_ndhi_inkster_ver02/data/sn85042405/00212478763/1900020801/0490.xml,1900-02-08,"jamestown weekly alert (jamestown, stutsman county, d.t. [n.d.]) 1882-1925",full_page,up,,,,False,scope=foreign (not US national),,
"The Chinese and Japanese take very readily to American breadstuff!), and if we can put our wheat or ... into their ... market will be created that will consume our surplus wheat which will increase the price when that demand has been established.",prices,improve,up,na,vague,hedged,official,Senator McOumber,national,True,if we can export wheat to China/Japan,new export market will raise demand,bad,/service/ndnp/ndhi/batch_ndhi_inkster_ver02/data/sn85042405/00212478763/1900020801/0490.xml,1900-02-08,"jamestown weekly alert (jamestown, stutsman county, d.t. [n.d.]) 1882-1925",full_page,up,,no CPI before 1913 / outside coverage,,False,no CPI before 1913 / outside coverage,12.0,default
Flax Seed Will be Scarce. The opinion is freely expressed that so many flax has already been sold ... there is going to be a shortage.,other,worsen,up,na,vague,assertive,layperson,na,national,False,na,high sales depleting supply,mixed,/service/ndnp/ndhi/batch_ndhi_inkster_ver02/data/sn85042405/00212478763/1900020801/0490.xml,1900-02-08,"jamestown weekly alert (jamestown, stutsman county, d.t. [n.d.]) 1882-1925",full_page,worsen,improve,NBER,0.0,True,,12.0,default
"He thinks that the passage of the gold bill, inspiring confidence in the standard and the Inevitable expansion of currency following must maintain prices and probably cause a rise in securities.",prices,improve,stable,na,vague,assertive,expert,Mr. Carnegie,industry,True,na,gold bill will expand currency and boost confidence,mixed,/service/ndnp/mthi/batch_mthi_jewelwing_ver01/data/sn85053057/00295860273/1900030801/0539.xml,1900-03-08,"daily inter mountain (butte, mont.) 1881-1901",full_page,flat,,,,False,scope=industry (not US national),,
"The situation in pig iron In the central west, he thinks, must insure a continuance of present prices un* finished products during the year.",prices,no_change,stable,na,12,assertive,expert,Mr. Carnegie,industry,True,na,steady demand for finished products,mixed,/service/ndnp/mthi/batch_mthi_jewelwing_ver01/data/sn85053057/00295860273/1900030801/0539.xml,1900-03-08,"daily inter mountain (butte, mont.) 1881-1901",full_page,flat,,,,False,scope=industry (not US national),,
"""An unfavorable element is the predic tion of a general strike of machinists, but it is possible that more than its proper weight has been given this threat""",employment,worsen,na,up,vague,hedged,expert,na,national,False,na,potential strike threat,mixed,/service/ndnp/mnhi/batch_mnhi_nisswa_ver01/data/sn90059523/00206533985/1900032401/0246.xml,1900-03-24,"the saint paul globe (st. paul, minn.) 1896-1905",full_page,up,,no UNRATE before 1948 / outside coverage,,False,no UNRATE before 1948 / outside coverage,12.0,default
"It is certain that thers will soon be a sharp advance fn bituminous rates, and if {t {3 as much as 30 cents a ton the effect upon Norfolk and West er n's earnings will, it is estimated, equal about 2 per cent on the stock.",prices,improve,up,na,vague,assertive,journalist,na,industry,False,if as much as 30 cents a ton,sharp advance in bituminous rates,good,/service/ndnp/dlc/batch_dlc_iceland_ver02/data/sn83030214/00175040821/1900020101/0013.xml,1900-02-01,new-york tribune (new york [n.y.]) 1866-1924,full_page,up,,,,False,scope=industry (not US national),,
The present advancing and active tendency in stocks may mark the beginning of the bull movement that was expected earlier in the month.,markets,improve,na,na,vague,hedged,journalist,na,national,False,na,advancing and active tendency in stocks,mixed,/service/ndnp/dlc/batch_dlc_iceland_ver02/data/sn83030214/00175040821/1900020101/0013.xml,1900-02-01,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,improve,NBER,1.0,True,,12.0,default
"The net earnings of the Atchison, Topeka and Santa Fe Railway Company are increasing at a rate which suggests the possibility that the dividend rate on the company's preferred stock may be raised above the current level.",markets,improve,na,na,vague,hedged,journalist,na,industry,False,na,earnings increasing,good,/service/ndnp/dlc/batch_dlc_iceland_ver02/data/sn83030214/00175040821/1900020101/0013.xml,1900-02-01,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,,,,False,scope=industry (not US national),,
"Every sign seems to point to a bigger volume of business in 1900 than in 1899, although it seems almost incredible that that should be the case.",general_business,improve,na,na,vague,hedged,expert,na,national,False,na,na,bad,/service/ndnp/idhi/batch_idhi_dickens_ver01/data/sn86091092/00295869367/1900040701/0059.xml,1900-04-07,"the caldwell tribune (caldwell, idaho territory [idaho]) 1883-1928",full_page,improve,improve,NBER,1.0,True,,12.0,default
The probabilities suggest an irregular but strong market during the next few week's.,markets,improve,na,na,vague,hedged,expert,na,national,False,na,na,na,/service/ndnp/gu/batch_gu_gadget_ver01/data/sn86063034/0041418229A/1900021201/0493.xml,1900-02-12,"the morning news (savannah, ga.) 1887-1900",full_page,improve,improve,NBER,1.0,True,,6.0,inferred_short
rates are easy and likely to continue for some time to come.,prices,improve,down,na,vague,hedged,expert,na,national,False,na,na,na,/service/ndnp/gu/batch_gu_gadget_ver01/data/sn86063034/0041418229A/1900021201/0493.xml,1900-02-12,"the morning news (savannah, ga.) 1887-1900",full_page,down,,no CPI before 1913 / outside coverage,,False,no CPI before 1913 / outside coverage,24.0,inferred_long
it is very probable a much better showing could be made If all interests joined.,general_business,improve,na,na,vague,hedged,journalist,na,regional,False,all interests joined,joint participation would boost trade,bad,/service/ndnp/gu/batch_gu_gadget_ver01/data/sn86063034/0041418229A/1900021201/0493.xml,1900-02-12,"the morning news (savannah, ga.) 1887-1900",full_page,improve,,,,False,scope=regional (not US national),,
