quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis,ip_growth_6m,ip_growth_12m,ip_accel,ip_gap,cpi_yoy,cpi_accel,unrate,unrate_d6,stock_ret6,stock_ret12,stock_vol6,stock_drawdown,epu,hindsight_in_recession,has_ip_growth_6m,has_ip_growth_12m,has_ip_accel,has_ip_gap,has_cpi_yoy,has_cpi_accel,has_unrate,has_unrate_d6,has_stock_ret6,has_stock_ret12,has_stock_vol6,has_stock_drawdown,has_epu
If it continues any length of time half the industry of the country will be shut down and lour reconversion program will be wrecked.,general_business,worsen,na,na,vague,assertive,expert,W. G. Wysor,national,True,if the steel strike continues,/service/ndnp/ncu/batch_ncu_broadwick_ver01/data/sn93065779/00279558236/1946020701/0640.xml,1946-02-07,"the lincoln times (lincolnton, n.c.) 190?-1965",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-20.285066707195394,-27.03601778207881,6.750951074883417,-21.885164149844137,2.247191011235947,-1.1422186355453627,,,17.02000952834684,25.079567154678553,2.074940659453406,-0.8176862507571192,109.4575,0,1,1,1,1,1,1,0,0,1,1,1,1,1
We feel that these strikes will have a very serious after-effect on agriculture as we will not have enough machinery or parts to produce the required food and fiber.,other,worsen,na,na,vague,hedged,expert,M. E. Siebert,national,True,na,/service/ndnp/ncu/batch_ncu_broadwick_ver01/data/sn93065779/00279558236/1946020701/0640.xml,1946-02-07,"the lincoln times (lincolnton, n.c.) 190?-1965",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-20.285066707195394,-27.03601778207881,6.750951074883417,-21.885164149844137,2.247191011235947,-1.1422186355453627,,,17.02000952834684,25.079567154678553,2.074940659453406,-0.8176862507571192,109.4575,0,1,1,1,1,1,1,0,0,1,1,1,1,1
He expies.-i'd tlie belief that tlu present iiuanciul condition would rleadily improve in the east where discouraging conditions have prevailed and that the west had' only been slightly touched and would scarcely feel in comparison what the east has now paired through.,general_business,improve,na,na,vague,hedged,expert,E. D. Shepard,national,True,na,/service/ndnp/okhi/batch_okhi_atoka_ver01/data/sn93066071/00237280994/1908031901/0094.xml,1908-03-19,"the beaver herald (beaver, o.t. [okla.]) 1895-1923",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,101.9826,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"There is going to be a day of reck oning in the existing situation, and a return to prosperity.",general_business,improve,na,na,vague,assertive,expert,Breeder's Gazette,national,True,na,/service/ndnp/scu/batch_scu_flopeye_ver01/data/sn93067841/00295861757/1920111801/0336.xml,1920-11-18,"the county record (kingstree, s.c.) 1885-1975",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-7.316896433035636,-1.5547431210313638,-5.762153312004272,,12.359550561797748,-9.313865282609925,,,-12.952799121844127,-28.9426523297491,3.846795768282764,-30.37752414398596,68.70062,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"Herbert Fleishacker, San Francisco banker recently declared it bis belief that the downward trend of business had scraped1 the bottom.",general_business,improve,na,na,vague,hedged,expert,Herbert Fleishacker,national,True,na,/service/ndnp/ak/batch_ak_eagle_ver01/data/sn94050088/00514154521/1930112801/0240.xml,1930-11-28,"the alaskan (petersburg, alaska) 1926-1932",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-12.991987835545943,-23.79305929056218,10.801071455016237,-14.698224246892325,-4.04624277456647,0.49594691657833767,,,-32.15223097112861,-20.70552147239264,4.059543040469847,-50.06209465985926,105.1302,1,1,1,1,1,1,1,0,0,1,1,1,1,1
He takes the attitude that business is so bad that it could not get any worse therefore the trend must be upward.,general_business,improve,na,na,vague,assertive,expert,Herbert Fleishacker,national,True,na,/service/ndnp/ak/batch_ak_eagle_ver01/data/sn94050088/00514154521/1930112801/0240.xml,1930-11-28,"the alaskan (petersburg, alaska) 1926-1932",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-12.991987835545943,-23.79305929056218,10.801071455016237,-14.698224246892325,-4.04624277456647,0.49594691657833767,,,-32.15223097112861,-20.70552147239264,4.059543040469847,-50.06209465985926,105.1302,1,1,1,1,1,1,1,0,0,1,1,1,1,1
permanent recovery is only a matter of time.,general_business,improve,na,na,vague,assertive,expert,B. C. Simmons,national,True,na,/service/ndnp/nbu/batch_nbu_gering_ver01/data/sn94056446/00211102603/1908051501/1243.xml,1908-05-15,"the falls city tribune (falls city, neb.) 1904-191?",full_page,improve,improve,NBER,1.0,True,,24.0,inferred_long,,,,,,,,,,,,,86.62927,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The business outlook is good in every sectirn of the country and the outlook in agricultural regions is particularly promising.,general_business,improve,na,na,vague,assertive,expert,na,national,True,na,/service/ndnp/vi/batch_vi_cartier_ver01/data/sn94060041/00542866779/1930012501/0059.xml,1930-01-25,"peninsula enterprise (accomac, va.) 1881-1965",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-6.228395934259392,0.3713688380281586,-6.599764772287551,4.1988456474053475,0.5813953488372176,2.9480164158686732,,,-25.12813003367989,-16.794141578519117,12.847930314802822,-29.446667586587555,86.00759,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Ciovemmental facts show that this low purchasing power probaWy will continue into the latter half of the 1930 season.,general_business,worsen,na,na,6,hedged,official,na,national,True,na,/service/ndnp/vi/batch_vi_cartier_ver01/data/sn94060041/00542866779/1930030101/0144.xml,1930-03-01,"peninsula enterprise (accomac, va.) 1881-1965",full_page,worsen,worsen,INDPRO,1.0,True,,6.0,stated,-12.203534921194423,-7.169098072622732,-5.0344368485716915,-0.612282391710529,0.0,-2.312138728323691,,,-23.209603974058236,-9.907722195240414,12.357422321297319,-23.209603974058236,87.97424,1,1,1,1,1,1,1,0,0,1,1,1,1,1
In turn this directly will limit their purchasing power even of such staples as white potatoes,general_business,worsen,na,na,vague,assertive,expert,na,national,True,na,/service/ndnp/vi/batch_vi_cartier_ver01/data/sn94060041/00542866779/1930030101/0144.xml,1930-03-01,"peninsula enterprise (accomac, va.) 1881-1965",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,default,-12.203534921194423,-7.169098072622732,-5.0344368485716915,-0.612282391710529,0.0,-2.312138728323691,,,-23.209603974058236,-9.907722195240414,12.357422321297319,-23.209603974058236,87.97424,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"There need, be no apprehension; indeed, there can be ""only optimism regarding 1330.”",general_business,improve,na,na,vague,assertive,expert,Altorfer Bros.,national,True,na,/service/ndnp/vi/batch_vi_cartier_ver01/data/sn94060041/00542866779/1930040501/0219.xml,1930-04-05,"peninsula enterprise (accomac, va.) 1881-1965",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-11.643434908683927,-7.19361992038259,-4.449814988301338,-1.0982114962270686,-0.5847953216374352,-2.883412770848122,,,-2.058319039451115,-7.664941785252261,12.46059026331931,-21.208776045260112,76.33883,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Encouraging reports have been, forthcoming from many other sources^ M it appears that the temporary de-| preesion may soon be ended.",general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/vi/batch_vi_cartier_ver01/data/sn94060041/00542866779/1930040501/0219.xml,1930-04-05,"peninsula enterprise (accomac, va.) 1881-1965",full_page,improve,worsen,INDPRO,0.0,True,,6.0,inferred_short,-11.643434908683927,-7.19361992038259,-4.449814988301338,-1.0982114962270686,-0.5847953216374352,-2.883412770848122,,,-2.058319039451115,-7.664941785252261,12.46059026331931,-21.208776045260112,76.33883,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Many believe that a moderate upturn may occur soon, but all agree that recovery will be slow.",general_business,improve,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/vi/batch_vi_doxa_ver01/data/sn94060041/00542866834/1938032501/0142.xml,1938-03-25,"peninsula enterprise (accomac, va.) 1881-1965",full_page,improve,improve,INDPRO,1.0,True,,6.0,inferred_short,-28.478715477249246,-26.08647050786829,-2.392244969380954,-15.07912724574397,0.7092198581560258,-4.847150892638794,,,-28.393135725429016,-38.66916087653661,6.296298657035036,-39.092356687898096,170.2431,1,1,1,1,1,1,1,0,0,1,1,1,1,1
This great output seems to dispose! of the fear that the country would run into a serious depression soon after the war.,general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/vi/batch_vi_doxa_ver01/data/sn94060041/00542866871/1946041201/0266.xml,1946-04-12,"peninsula enterprise (accomac, va.) 1881-1965",full_page,improve,improve,INDPRO,1.0,True,,6.0,inferred_short,-18.292158239170316,-33.66323285186389,15.371074612693572,-29.12389404647596,1.6853932584269702,-1.6853932584269702,,,10.099427212795849,27.168892772437896,2.2380802504953334,0.0,132.0586,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"As long as this vast volume of production goes on, the people are going to be able to buy the output of the factories and farms, and unemployment will be relatively low.",general_business,improve,na,down,vague,assertive,journalist,na,national,False,production goes on,/service/ndnp/vi/batch_vi_doxa_ver01/data/sn94060041/00542866871/1946041201/0266.xml,1946-04-12,"peninsula enterprise (accomac, va.) 1881-1965",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-18.292158239170316,-33.66323285186389,15.371074612693572,-29.12389404647596,1.6853932584269702,-1.6853932584269702,,,10.099427212795849,27.168892772437896,2.2380802504953334,0.0,132.0586,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"There seems no reason why any depressions should come, if the people avoid the dangerous speculation that on some former occasions has brought disaster.",general_business,improve,na,na,vague,hedged,journalist,na,national,False,people avoid dangerous speculation,/service/ndnp/vi/batch_vi_doxa_ver01/data/sn94060041/00542866871/1946041201/0266.xml,1946-04-12,"peninsula enterprise (accomac, va.) 1881-1965",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-18.292158239170316,-33.66323285186389,15.371074612693572,-29.12389404647596,1.6853932584269702,-1.6853932584269702,,,10.099427212795849,27.168892772437896,2.2380802504953334,0.0,132.0586,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"Now with s^> many things short or scarce, there seems no danger that any such excess can be produced at present.",general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/vi/batch_vi_doxa_ver01/data/sn94060041/00542866871/1946041201/0266.xml,1946-04-12,"peninsula enterprise (accomac, va.) 1881-1965",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-18.292158239170316,-33.66323285186389,15.371074612693572,-29.12389404647596,1.6853932584269702,-1.6853932584269702,,,10.099427212795849,27.168892772437896,2.2380802504953334,0.0,132.0586,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"the business recession expect ed by most experts will further accen^ate ,is difference wren n^longer mistakes in manage ment could be covered by high prices.",general_business,worsen,down,na,vague,hedged,expert,William J. Cowen,national,True,na,/service/ndnp/fu/batch_fu_madison_ver01/data/sn95047168/00541310514/1949010701/0005.xml,1949-01-07,"union county times (lake butler, fla.) 1920-current",full_page,worsen,flat,INDPRO,0.0,True,,12.0,default,-0.37136743287085483,1.5157163254253407,-1.8870837582961957,7.293155723715133,4.761904761904752,-2.251444510858721,3.8,0.2999999999999998,-4.361354004613484,1.2321844301856721,2.144603431395515,-6.429433684983992,138.4353,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Daily reports in the press indicate a general decline in employment, mounting unemployment, salary cutting, wage reduction, commodity price cutting and a general road of business decline and perhaps not only a recession but a de pression of extensive proportions.",general_business,worsen,down,up,vague,hedged,journalist,na,national,False,na,/service/ndnp/fu/batch_fu_madison_ver01/data/sn95047168/00541310514/1949040801/0113.xml,1949-04-08,"union county times (lake butler, fla.) 1920-current",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-4.051540187120434,-2.4347499530575285,-1.6167902340629055,2.8378045330381196,1.276595744680854,-6.990881458966562,4.7,0.8000000000000003,-5.312652002377999,-2.963168097479935,1.9441130957241302,-8.04597701149426,73.09436,1,1,1,1,1,1,1,1,1,1,1,1,1,1
In America we are already faced with a recession in business and perhaps a depression which may reach grave proportionsl within the next three to five years.,general_business,worsen,na,na,vague,hedged,journalist,Lex Green,national,False,na,/service/ndnp/fu/batch_fu_madison_ver01/data/sn95047168/00541310514/1949061701/0192.xml,1949-06-17,"union county times (lake butler, fla.) 1920-current",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-6.445898903684256,-3.969897575940526,-2.47600132774373,-0.6447593111234095,0.42016806722688177,-4.518528722964588,5.3,1.5999999999999996,-6.088739534088966,-13.462446858762402,1.9469129131405194,-13.462446858762402,75.83322,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"As the recession and depression increases In intensity, so will the needs and woes and miseries of our own people increase.",general_business,worsen,na,na,vague,assertive,journalist,Lex Green,national,False,na,/service/ndnp/fu/batch_fu_madison_ver01/data/sn95047168/00541310514/1949061701/0192.xml,1949-06-17,"union county times (lake butler, fla.) 1920-current",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-6.445898903684256,-3.969897575940526,-2.47600132774373,-0.6447593111234095,0.42016806722688177,-4.518528722964588,5.3,1.5999999999999996,-6.088739534088966,-13.462446858762402,1.9469129131405194,-13.462446858762402,75.83322,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"The income and the business of the average individual is rapidly declining and, in fact, many believe that we arc already heading into a most serious financial depression.",general_business,worsen,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/fu/batch_fu_madison_ver01/data/sn95047168/00541310514/1949062401/0196.xml,1949-06-24,"union county times (lake butler, fla.) 1920-current",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-6.445898903684256,-3.969897575940526,-2.47600132774373,-0.6447593111234095,0.42016806722688177,-4.518528722964588,5.3,1.5999999999999996,-6.088739534088966,-13.462446858762402,1.9469129131405194,-13.462446858762402,75.83322,1,1,1,1,1,1,1,1,1,1,1,1,1,1
During the next three years many anticipate that prices on practically every commodity will continue to go down until the depths of a most venous depression may be reached some 3 or 4 years from now.,prices,worsen,down,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/fu/batch_fu_madison_ver01/data/sn95047168/00541310514/1949062401/0196.xml,1949-06-24,"union county times (lake butler, fla.) 1920-current",full_page,down,flat,CPI,0.0,True,,12.0,default,-6.445898903684256,-3.969897575940526,-2.47600132774373,-0.6447593111234095,0.42016806722688177,-4.518528722964588,5.3,1.5999999999999996,-6.088739534088966,-13.462446858762402,1.9469129131405194,-13.462446858762402,75.83322,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"indicate a continued deepening of the recession. There is nothing to indicate that the recession has hit bottom, let alone any sign of a pick-up.",general_business,worsen,na,na,vague,assertive,expert,George Meany,national,True,na,/service/ndnp/fu/batch_fu_greenville_ver01/data/sn95047212/00529042334/1958041701/0081.xml,1958-04-17,"labor citizen (miami, fla.) 1956-19??",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-10.15918326530241,-11.03028557024019,0.8711023049377804,-6.855996835156845,3.2490974729241957,-1.128956130168007,6.4,2.3000000000000007,0.7939013938382385,-7.935396151786089,2.6177871916477766,-13.162599098398882,53.53402,1,1,1,1,1,1,1,1,1,1,1,1,1,1
With 5.2 million unemployed—and likely to reach 6 million in June—the Administration and the congressional coalition of Republicans and conservative Democrats have defeated attempts to pass a meaningful emergency unemployment compensation bill.,employment,worsen,na,up,6,hedged,journalist,na,national,False,na,/service/ndnp/fu/batch_fu_greenville_ver01/data/sn95047212/00529042334/1958060501/0110.xml,1958-06-05,"labor citizen (miami, fla.) 1956-19??",full_page,up,down,UNRATE,0.0,True,,6.0,stated,-10.651892666672863,-12.300327515405094,1.6484348487322311,-9.424689378726855,3.5842293906810037,0.6560532948313487,7.4,2.9000000000000004,8.017119055247866,-6.590535753161667,1.470729366100725,-8.291232706357835,56.70101,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"The failure on the jobless aid bill, the decision against a tax cut means that America may wallow in the depths of the present recession for many months to come—if it doesn’t get any worse.",general_business,no_change,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/fu/batch_fu_greenville_ver01/data/sn95047212/00529042334/1958060501/0110.xml,1958-06-05,"labor citizen (miami, fla.) 1956-19??",full_page,flat,improve,INDPRO,0.0,True,,6.0,inferred_short,-10.651892666672863,-12.300327515405094,1.6484348487322311,-9.424689378726855,3.5842293906810037,0.6560532948313487,7.4,2.9000000000000004,8.017119055247866,-6.590535753161667,1.470729366100725,-8.291232706357835,56.70101,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"Of far more weight than its value in mere dollars, however, is the fact that this sum may be regarded as a sound and practical inspiration for active employment of other millions or even billions in all lines of American industry, with consequent relief for unemployment and the promotion of normal American prosperity.",general_business,improve,na,down,vague,hedged,expert,Manufacturers' Record,national,True,na,/service/ndnp/fu/batch_fu_jennings_ver01/data/sn95047246/00529042218/1930091801/0420.xml,1930-09-18,"the brooksville journal (brooksville, fla.) 192?-1959",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-11.19698316652806,-22.03409033687497,10.837107170346911,-11.630670104484258,-4.04624277456647,-1.8017104418077983,,,-19.137466307277627,-37.905340140747896,4.822586306308464,-37.905340140747896,82.43136,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Greater prosperity is undoubtedly on the way, for practically all the people;",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/fu/batch_fu_hastings_ver02/data/sn95047334/00529042358/1930042401/0124.xml,1930-04-24,"gadsden county times (quincy, fla.) 190?-current",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-11.643434908683927,-7.19361992038259,-4.449814988301338,-1.0982114962270686,-0.5847953216374352,-2.883412770848122,,,-2.058319039451115,-7.664941785252261,12.46059026331931,-21.208776045260112,76.33883,1,1,1,1,1,1,1,0,0,1,1,1,1,1
if industry is convinced early action will be taken on the tax bills an enthusiastic and courageous expansion program may be expected with resultant new orders and reemployment.,general_business,improve,na,down,vague,hedged,expert,na,national,True,early action on tax bills,/service/ndnp/fu/batch_fu_hastings_ver02/data/sn95047334/00529042401/1937121601/0852.xml,1937-12-16,"gadsden county times (quincy, fla.) 190?-current",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-11.289607666966159,-2.826586182009052,-8.463021484957107,7.015674537069739,4.285714285714283,-0.08991008991010219,,,-26.98179682912508,-30.550125663222573,7.4580339175868895,-33.996815286624205,221.2385,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"This may well mean an unbalanced budget, because tax collections (judging from the dip in business caused by the current recession) may be down from what had been hoped, in the coming fiscal year.",other,worsen,na,na,12,hedged,journalist,E. H. Sims,national,False,na,/service/ndnp/fu/batch_fu_immokalee_ver01/data/sn95047334/00529042462/1957112801/0777.xml,1957-11-28,"gadsden county times (quincy, fla.) 190?-current",full_page,worsen,improve,INDPRO,0.0,True,,12.0,stated,-1.6990936664818954,0.247731806190072,-1.9468254726719674,4.076979127036832,3.284671532846723,0.31245076931155014,4.4,0.7000000000000002,-12.798754068246703,-8.889306129261058,3.56088477722607,-15.138737758433074,52.10978,1,1,1,1,1,1,1,1,1,1,1,1,1,1
The recession which is now underway and which has been felt by some segments of the economy already will continue its course until the summer.,general_business,worsen,na,na,6,assertive,journalist,na,national,False,na,/service/ndnp/fu/batch_fu_immokalee_ver01/data/sn95047334/00529042474/1958010901/0014.xml,1958-01-09,"gadsden county times (quincy, fla.) 190?-current",full_page,worsen,flat,INDPRO,0.0,True,,6.0,stated,-3.8273738841792913,-3.589123700442144,-0.23825018373714713,-0.6756122075766164,3.2727272727272676,-0.4155844155844206,5.1,1.0,-13.399658013368565,-8.277423338135414,3.235988139113478,-13.399658013368565,67.27277,1,1,1,1,1,1,1,1,1,1,1,1,1,1
the number of unemployed may reach five million by March.,employment,worsen,na,up,6,hedged,journalist,na,national,False,na,/service/ndnp/fu/batch_fu_immokalee_ver01/data/sn95047334/00529042474/1958010901/0014.xml,1958-01-09,"gadsden county times (quincy, fla.) 190?-current",full_page,up,up,UNRATE,1.0,True,,6.0,stated,-3.8273738841792913,-3.589123700442144,-0.23825018373714713,-0.6756122075766164,3.2727272727272676,-0.4155844155844206,5.1,1.0,-13.399658013368565,-8.277423338135414,3.235988139113478,-13.399658013368565,67.27277,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"As the recession continues more and more business men will cut inventories, as they always do in a recessionary period.",general_business,worsen,na,na,6,assertive,journalist,na,national,False,na,/service/ndnp/fu/batch_fu_immokalee_ver01/data/sn95047334/00529042474/1958010901/0014.xml,1958-01-09,"gadsden county times (quincy, fla.) 190?-current",full_page,worsen,flat,INDPRO,0.0,True,,6.0,stated,-3.8273738841792913,-3.589123700442144,-0.23825018373714713,-0.6756122075766164,3.2727272727272676,-0.4155844155844206,5.1,1.0,-13.399658013368565,-8.277423338135414,3.235988139113478,-13.399658013368565,67.27277,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"A good year, perhaps a more effective farm program, might do much to pick business up in the fall",general_business,improve,na,na,12,hedged,journalist,na,national,False,"a good year, perhaps a more effective farm program",/service/ndnp/fu/batch_fu_immokalee_ver01/data/sn95047334/00529042474/1958010901/0014.xml,1958-01-09,"gadsden county times (quincy, fla.) 190?-current",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated,-3.8273738841792913,-3.589123700442144,-0.23825018373714713,-0.6756122075766164,3.2727272727272676,-0.4155844155844206,5.1,1.0,-13.399658013368565,-8.277423338135414,3.235988139113478,-13.399658013368565,67.27277,1,1,1,1,1,1,1,1,1,1,1,1,1,1
the government’s economists think the recession will start coming to an end in the very near future.,general_business,improve,na,na,vague,hedged,official,na,national,True,na,/service/ndnp/fu/batch_fu_immokalee_ver01/data/sn95047334/00529042474/1958022701/0114.xml,1958-02-27,"gadsden county times (quincy, fla.) 190?-current",full_page,improve,improve,INDPRO,1.0,True,,6.0,inferred_short,-5.911677002725793,-6.829524560021009,0.9178475572952163,-2.8291874141346334,2.8985507246376705,-0.763319407911712,5.2,0.9000000000000004,-8.978010943295693,-4.8581955273755355,2.9216918271826033,-13.695010104150468,55.91778,1,1,1,1,1,1,1,1,1,1,1,1,1,1
The President has gone on record as saying he thinks business will be noticing a pickup by summer.,general_business,improve,na,na,6,hedged,official,President Eisenhower,national,True,na,/service/ndnp/fu/batch_fu_immokalee_ver01/data/sn95047334/00529042474/1958022701/0114.xml,1958-02-27,"gadsden county times (quincy, fla.) 190?-current",full_page,improve,improve,INDPRO,1.0,True,,6.0,stated,-5.911677002725793,-6.829524560021009,0.9178475572952163,-2.8291874141346334,2.8985507246376705,-0.763319407911712,5.2,0.9000000000000004,-8.978010943295693,-4.8581955273755355,2.9216918271826033,-13.695010104150468,55.91778,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Officials here expect no pos
ative anti-recession aid from
abroad in the form of increased
foreign buying here, but some
expect that the downward trend
will soon halt.",general_business,improve,na,na,vague,hedged,official,na,national,True,na,/service/ndnp/fu/batch_fu_immokalee_ver01/data/sn95047334/00529042474/1958032701/0174.xml,1958-03-27,"gadsden county times (quincy, fla.) 190?-current",full_page,improve,improve,INDPRO,1.0,True,,6.0,inferred_short,-8.200983645305874,-8.200983645305874,0.0,-4.770272268016547,3.623188405797101,-1.5030470630409125,5.8,1.5999999999999996,-4.58890608109541,-4.788696645374167,2.7923295346076564,-12.533032799626923,53.66846,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"As interest rates are cut
after a short spell at “hardship”
rates, home and office building
will become easier and borrow
ing may increase, if confidence
does not continue to decline.",general_business,improve,na,na,vague,hedged,journalist,na,national,False,if confidence does not continue to decline,/service/ndnp/fu/batch_fu_immokalee_ver01/data/sn95047334/00529042474/1958032701/0174.xml,1958-03-27,"gadsden county times (quincy, fla.) 190?-current",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-8.200983645305874,-8.200983645305874,0.0,-4.770272268016547,3.623188405797101,-1.5030470630409125,5.8,1.5999999999999996,-4.58890608109541,-4.788696645374167,2.7923295346076564,-12.533032799626923,53.66846,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"They feel that even if the business outlook improves later in the year, the upswing may come too late to offset bad effects on their party’s popularity before the November balloting.",general_business,improve,na,na,12,hedged,official,na,national,True,na,/service/ndnp/fu/batch_fu_immokalee_ver01/data/sn95047334/00529042474/1958040301/0199.xml,1958-04-03,"gadsden county times (quincy, fla.) 190?-current",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated,-10.15918326530241,-11.03028557024019,0.8711023049377804,-6.855996835156845,3.2490974729241957,-1.128956130168007,6.4,2.3000000000000007,0.7939013938382385,-7.935396151786089,2.6177871916477766,-13.162599098398882,53.53402,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"unless the government acts promptly and effectively to end recession, it cannot succeed in its long-range effort to control inflation",prices,worsen,up,na,vague,assertive,official,na,national,True,government does not act promptly,/service/ndnp/fu/batch_fu_immokalee_ver01/data/sn95047334/00529042474/1958040301/0189.xml,1958-04-03,"gadsden county times (quincy, fla.) 190?-current",full_page,up,flat,CPI,0.0,True,,12.0,default,-10.15918326530241,-11.03028557024019,0.8711023049377804,-6.855996835156845,3.2490974729241957,-1.128956130168007,6.4,2.3000000000000007,0.7939013938382385,-7.935396151786089,2.6177871916477766,-13.162599098398882,53.53402,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Our economy is not in danger unless we talk recession into a depression.,general_business,improve,na,na,vague,assertive,official,Bob Sikes,national,True,unless we talk recession into a depression,/service/ndnp/fu/batch_fu_immokalee_ver01/data/sn95047334/00529042474/1958040301/0191.xml,1958-04-03,"gadsden county times (quincy, fla.) 190?-current",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-10.15918326530241,-11.03028557024019,0.8711023049377804,-6.855996835156845,3.2490974729241957,-1.128956130168007,6.4,2.3000000000000007,0.7939013938382385,-7.935396151786089,2.6177871916477766,-13.162599098398882,53.53402,1,1,1,1,1,1,1,1,1,1,1,1,1,1
The harder they work at it the more quickly we will see a resurgence of business activities throughout the Nation and see an end to unemployment and recession.,general_business,improve,na,down,vague,assertive,official,Bob Sikes,national,True,if they work harder at it,/service/ndnp/fu/batch_fu_immokalee_ver01/data/sn95047334/00529042474/1958040301/0191.xml,1958-04-03,"gadsden county times (quincy, fla.) 190?-current",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-10.15918326530241,-11.03028557024019,0.8711023049377804,-6.855996835156845,3.2490974729241957,-1.128956130168007,6.4,2.3000000000000007,0.7939013938382385,-7.935396151786089,2.6177871916477766,-13.162599098398882,53.53402,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A survey of 100 company presidents mostly among the 400 largest industrial firms shows that 80 per cent anticipate an upturn in the economy sometime in ’5B and half of this group predict the fourth quarter as the turning point.,general_business,improve,na,na,12,hedged,expert,na,national,True,na,/service/ndnp/fu/batch_fu_immokalee_ver01/data/sn95047334/00529042474/1958041701/0230.xml,1958-04-17,"gadsden county times (quincy, fla.) 190?-current",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated,-10.15918326530241,-11.03028557024019,0.8711023049377804,-6.855996835156845,3.2490974729241957,-1.128956130168007,6.4,2.3000000000000007,0.7939013938382385,-7.935396151786089,2.6177871916477766,-13.162599098398882,53.53402,1,1,1,1,1,1,1,1,1,1,1,1,1,1
